	ParticipantName	MediaName	MouseEvent	MouseX	MouseY	GazeX	GazeY	View	AOIMouse	AOIGaze
243	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1972.0	404.0	other		Other
244	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1965.0	405.0	other		Other
245	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1971.0	382.0	other		Other
246	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1965.0	372.0	other		Other
247	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1993.0	414.0	other		Other
248	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1954.0	406.0	other		Other
249	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1938.0	407.0	other		Other
250	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1953.0	395.0	other		Other
251	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2000.0	373.0	other		Other
252	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1972.0	389.0	other		Other
253	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1972.0	391.0	other		Other
254	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1968.0	382.0	other		Other
255	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1965.0	398.0	other		Other
256	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1968.0	389.0	other		Other
257	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1978.0	394.0	other		Other
258	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				1978.0	415.0	other		Other
259	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2031.0	502.0	other		Other
260	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2023.0	514.0	other		Other
261	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2031.0	520.0	other		Other
262	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2028.0	515.0	other		Other
263	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2023.0	512.0	other		Other
264	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2024.0	511.0	other		Other
265	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2020.0	504.0	other		Other
266	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2026.0	521.0	other		Other
267	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2033.0	523.0	other		Other
268	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2025.0	518.0	other		Other
269	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2027.0	505.0	other		Other
270	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2030.0	518.0	other		Other
271	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2024.0	505.0	other		Other
272	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2024.0	517.0	other		Other
273	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2026.0	519.0	other		Other
274	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2026.0	513.0	other		Other
275	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2025.0	533.0	other		Other
276	P12	http://blascheck.dataindesign.sorenknudsen.com/dvs/?page=landingPage				2028.0	525.0	other		Other
